key,box_score
augustine2013,11.2275862984
augustrush2007,17.1809053483
austenland2013,13.0810514838
australia2008,17.6581097921
strictlyballroom1993,15.4600363751
autumninnewyork2000,17.2060202319
awake2007,16.1964815736
awakenings1990,18.0354974372
big1988,18.2934695321
ridingincarswithboys2001,17.2643088149
awayfromher2007,14.6264957834
storieswetell2013,13.6279877412
takethiswaltz2012,14.4048736613
babe1995,18.0275748142
babies2010,16.3566782576
babygeniuses1999,16.9666590949
babymama2008,17.7500641032
bachelorette2012,13.884780835
backtothefuture1985,18.8009000516
beowulf2007,18.4596059298
castaway2000,18.93320099
contact1997,18.9689558953
flight2012,18.7427255906
forrestgump1994,19.4402005043
whatliesbeneath2000,18.6554067229
whoframedrogerrabbit1988,18.780936119
badsanta2003,17.7452043871
crumb1995,13.7609620857
ghostworld2001,14.8499960562
badteacher2011,18.2670665363
sextape2014,17.1382618498
badwords2014,16.0052444812
baggageclaim2013,16.8447535034
baghead2008,11.275329242
cyrus2010,15.532674583
jeffwholivesathome2012,15.3375796434
ballast2008,11.5881312083
ballsoffury2007,17.0132652098
hellbaby2013,9.39982370094
bandslam2009,15.9170459896
joyfulnoise2012,17.1119060383
bangkokdangerous2008,16.3798416577
barbara2012,13.6795630757
barbwire1996,15.3542608103
barnyard2006,17.727011572
bartonfink1991,16.0664489541
burnafterreading2008,18.2383940199
fargo1996,16.8133902816
insidellewyndavis2013,16.2430431105
intolerablecruelty2003,18.017328457
nocountryforoldmen2007,17.9371937713
raisingarizona1987,16.5314074789
baseketball1998,15.9643718763
scarymovie32003,18.7629311999
scarymovie42006,18.6307195697
basicinstinct1992,18.203678628
blackbook2007,14.6023987728
hollowman2000,17.8905710441
robocop1987,17.7286676324
showgirls1995,17.3506700642
starshiptroopers1997,18.3551379979
totalrecall1990,18.9419344065
basicinstinct22006,15.6897503379
basquiat1996,14.4766801064
beforenightfalls2000,14.4029701499
miral2011,13.5976908204
batman1989,19.5736285786
beetlejuice1988,18.320412467
bigeyes2014,16.183313061
bigfish2003,17.8541933218
darkshadows2012,18.3918232384
edwardscissorhands1990,17.9380903819
edwood1994,16.4217101
frankenweenie2012,17.9941384776
sleepyhollow1999,19.1487086345
batmanbegins2005,19.2446506724
inception2010,19.5641683716
insomnia2002,18.4872202552
interstellar2014,19.2566424702
memento2001,15.591773335
battleship2012,17.9022661935
fridaynightlights2004,18.5195834861
hancock2008,19.0206799824
lonesurvivor2013,18.8452241394
verybadthings1998,16.3576848348
bean1997,17.9623258152
bears2014,16.7631740446
chimpanzee2012,17.5651160545
beastly2011,17.1427698485
cake2015,14.6032351655
beastsofthesouthernwild2012,15.8290325533
beautifulboy2011,12.1117796146
beautifuldarling2011,12.1530381689
beautifulgirls1996,16.6034615393
blow2001,17.3023480154
becool2005,17.859907888
friday1995,17.4558569279
lawabidingcitizen2009,17.8177054766
bedtimestories2008,18.3975298772
bringingdownthehouse2003,18.4866692844
cheaperbythedozen22005,17.0230273266
rockofages2012,17.344871216
beemovie2007,18.7810121734
beerfest2006,16.4670574465
clubdread2004,15.5835126146
supertroopers2002,16.5930010107
beerleague2006,13.8960358901
beforeigotosleep2014,14.9104628381
brightonrock2011,12.1368515381
beforemidnight2013,15.7076194224
beforesunrise1995,16.4741223209
beforesunset2004,15.1837420782
bernie2012,14.8946910445
boyhood2014,16.1960764358
dazedandconfused1993,16.2611677016
fastfoodnation2006,14.2918715393
meandorsonwelles2009,14.4958600431
wakinglife2001,14.788932218
beginners2011,15.274580304
behindenemylines2001,17.8383224276
maxpayne2008,17.2749646661
bekindrewind2008,16.7435881135
humannature2002,13.6994122445
belami2012,12.0228156845
bella2007,15.8751912433
belle2014,15.0059928307
bellflower2011,12.8370408538
below2002,13.3811350974
pitchblack2000,17.3108566946
riddick2013,17.6152140741
beneaththeharvestsky2014,11.2760157652
berberiansoundstudio2013,10.2656320291
bereavement2011,10.8085516825
besharam2013,13.5050856765
bestinshow2000,16.4014368647
foryourconsideration2006,16.1688951108
waitingforguffman1997,14.0666474986
datemovie2006,17.7025323961
disastermovie2008,16.2513130044
epicmovie2007,17.7560388355
meetthespartans2008,17.8052382424
bestworstmovie2010,10.7799110846
bethlehem2014,12.7134785165
betterlivingthroughchemistry2014,11.1733844182
bettiepagerevealsall2013,10.8946801448
beverlyhillschihuahua2008,18.5973737832
neverbeenkissed1999,17.9551689841
yoursmineandours2005,17.7285194092
beverlyhillscop1984,18.6173642558
gigli2003,15.6744941944
meetjoeblack1998,18.0236785618
midnightrun1988,17.4519649649
scentofawoman1992,17.5606506176
beverlyhillsninja1997,17.901861596
bigdaddy1999,19.1252209381
grownups2010,18.5809575971
grownups22013,18.6124875561
happygilmore1996,17.3816703294
jackandjill2011,17.390084089
nationalsecurity2003,17.5031691948
problemchild1990,17.8563111856
savingsilverman2001,16.6648605903
bewitched2005,17.7089588785
michael1996,18.3056599226
sleeplessinseattle1993,18.9061133805
beyondborders2003,14.9828246228
edgeofdarkness2010,17.8136320812
goldeneye1995,18.8462130995
greenlantern2011,18.7070906939
beyondtheblackrainbow2012,10.4900256702
beyondthehills2013,11.8447946924
beyondthesea2004,13.0498104235
bhaagmilkhabhaag2013,15.1765427295
bicentennialman1999,17.5537649669
homealone1990,19.1819209033
iloveyoubethcooper2009,16.2674977598
mrsdoubtfire1993,18.9081025893
rent2005,17.3361111142
stepmom1998,18.5057976
bigfan2009,13.0642943102
bigfatliar2002,17.5476100359
cheaperbythedozen2003,18.4960107432
datenight2010,18.4185300998
nightatthemuseum2006,18.5576238992
realsteel2011,18.2295489576
thisiswhereileaveyou2014,17.2485505613
bigmanjapan2009,11.1053743454
bignight1996,15.5457608839
billcunninghamnewyork2011,14.2382007527
billyelliot2000,15.396941657
billymadison1995,17.0056510633
halfbaked1998,17.0733524354
bio-dome1996,16.6933239945
birth2004,15.4521998417
sexybeast2001,15.2103292231
birthofthelivingdead2013,7.40236167878
blackcatwhitecat1999,13.2318483008
blackchristmas2006,15.8423537667
blackdeath2011,11.0629278604
blackdynamite2009,13.2268047859
blackfish2013,14.5892940288
blackirish2007,9.98312464394
blacknativity2013,16.2690777005
blackorwhite2015,16.770328065
reignoverme2007,17.0491765014
blacksea2015,13.1097695312
howilivenow2013,11.0607240761
lifeinaday2011,13.100955561
marley2012,15.1303829316
stateofplay2009,17.9239343832
touchingthevoid2004,14.8620885821
blacksnakemoan2007,16.4132512354
blackswan2010,17.7013465095
noah2014,18.9340357901
pi1998,14.1650214376
requiemforadream2000,14.5893372332
blackthorn2011,11.380354009
blade1998,17.9652636466
bladesofglory2007,18.7817610887
blancanieves2013,13.0554403904
blessmeultima2013,14.5724685897
highcrimes2002,17.4385670007
outoftime2003,17.6815855349
blooddiamond2006,17.124116911
defiance2008,17.0371996743
loveandotherdrugs2010,17.2031630148
bloodworth2011,10.2570269249
bloodysunday2002,13.619926514
captainphillips2013,18.6942942917
greenzone2010,17.5333013298
united932006,17.9033193065
bluecaprice2013,12.6143318301
blueruin2014,12.4058032132
bluestreak1999,18.2083576546
flubber1997,18.750648565
bluevalentine2010,15.8332507926
bluevelvet1986,16.1371649441
inlandempire2006,13.1511255448
losthighway1997,15.2224858828
wildatheart1990,16.0368442388
bobby2006,16.298757212
bodyheat1981,16.3781628605
darlingcompanion2012,13.2303681525
dreamcatcher2003,17.3722604204
wyattearp1994,16.9950264808
boilerroom2000,16.8645330197
prime2005,16.6331431316
bolt2008,18.6308556612
bonneville2008,13.3321689935
boogeyman2005,17.6851937342
boogienights1997,17.5879922069
hardeight1997,13.7193865949
inherentvice2014,16.6753992346
magnolia1999,17.6102964549
themaster2012,17.0771131964
therewillbeblood2007,17.2959791878
boomerang1992,18.0297402711
borgman2014,10.1681621307
bottlerocket1996,14.3514211144
fantasticmrfox2009,17.5780934101
moonrisekingdom2012,17.4119823487
rushmore1998,16.9159797501
bottleshock2008,14.6054897058
cbgb2013,10.0662069975
bound1996,15.8233277438
cloudatlas2012,17.2004880022
jupiterascending2015,17.6282121216
speedracer2008,17.7761253004
bowfinger1999,18.585240246
deathatafuneral2007,15.9845155059
dirtyrottenscoundrels1988,17.2445783691
littleshopofhorrors1986,17.4115674939
bowlingforcolumbine2002,15.5274665252
sicko2007,16.9722330099
boya2008,12.2111339752
closedcircuit2013,15.7209448167
intermission2004,12.8772984766
brake2012,9.26531065864
brannuedae2010,11.6644822551
bratz2007,16.2001346577
raiseyourvoice2004,16.1018174782
soulsurfer2011,17.359332245
brazil1985,14.2090952229
fearandloathinginlasvegas1998,16.504389979
breach2007,17.870281162
shatteredglass2003,14.1937459402
breakdown1997,18.079081891
surrogates2009,17.4534101209
u-5712000,17.9999862485
breakfastonpluto2005,13.1944825369
byzantium2013,11.871212036
ondine2010,12.7775174959
coldmountain2003,17.9990449674
breakkebaad2010,13.3475460137
breathein2014,10.9924371479
likecrazy2011,15.187697077
brick2006,14.9545891434
brickmansions2014,16.825331565
bridgetoterabithia2007,18.8423022306
briefinterviewswithhideousmen2009,12.7093087013
brightstar2009,15.2029007141
bringingupbobby2012,8.14732820118
brokebackmountain2005,17.6569016097
crouchingtigerhiddendragon2000,18.3092555165
hulk2003,19.1881099985
lifeofpi2012,18.7909069192
senseandsensibility1995,17.6625235452
takingwoodstock2009,16.2218956604
brokencity2013,16.6447971418
newyorkiloveyou2009,14.492720876
brokenflowers2005,16.6323483773
deadman1996,14.1708422936
onlyloversleftalive2014,14.8039058525
bronson2009,12.1417264287
onlygodforgives2013,14.2303800508
valhallarising2010,11.0566879031
brotherbear2003,17.7781270103
brotherhood2010,9.93690587459
brotherhoodofthewolf2002,15.8505854071
silenthill2006,17.6264030208
brucealmighty2003,19.3094203063
evanalmighty2007,18.3893379789
liarliar1997,19.169757171
patchadams1998,18.4059474778
bruno2009,18.4410642157
religulous2008,16.6369997023
bubbleboy2001,15.2728545678
buck2011,14.5729106627
buffalosoldiers2003,12.6862487696
nedkelly2004,12.1527676919
buffythevampireslayer1992,16.4331249547
bug2007,15.9834901238
killerjoe2012,13.4303060082
bullhead2012,12.6817009533
bully2001,13.1108441175
bulworth1998,18.00018564
buried2010,14.1625899936
burlesque2010,17.2425712799
bus1742003,12.0868102452
butter2012,11.9612489715
cabinfever2003,17.1112761129
hostel2006,17.9175490613
inglouriousbasterds2009,18.9917064288
cairotime2010,14.2756555777
callmekuchu2013,10.2059273341
calvary2014,14.3474963909
camilleclaudel19152013,10.6625601054
cantinflas2014,16.4076077382
capital2013,12.6851247975
capote2005,16.0054677868
foxcatcher2014,15.0698965526
moneyball2011,18.458683647
captivity2007,14.7516156339
therebedragons2011,14.7265638136
caramel2008,14.1581964704
carandiru2004,12.057380174
caravaggio2002,7.3647833894
carlos2010,12.4782271805
cloudsofsilsmaria2015,14.4575949866
demonlover2003,12.9008386023
summerhours2009,14.3548851716
carpool1996,15.3779757286
carriers2009,12.429843437
cars2006,19.3343771655
cars22011,19.1797193669
casademipadre2012,16.1305973332
case392010,16.1049080747
pandorum2009,15.8042797447
cashback2007,11.2459084164
casinojack2010,12.0684059226
castingby2013,10.460004628
catchafire2006,15.7705549831
clearandpresentdanger1994,18.7781125158
catfish2010,15.5321629211
paranormalactivity32011,19.1635265339
paranormalactivity42012,18.0367120313
catwoman2004,17.3717145863
caveofforgottendreams2011,14.8713882124
grizzlyman2005,15.2213100985
intotheabyss2011,13.2580619459
rescuedawn2007,14.8184136196
cedarrapids2011,15.6111888633
youthinrevolt2010,17.065932532
celesteandjesseforever2012,14.8596461622
cellular2004,17.0618566848
finaldestination22003,17.5420934846
snakesonaplane2006,17.3565072282
centralstation1998,14.2526477698
darkwater2005,17.0875721397
ontheroad2012,13.0465311212
centurion2010,12.6082394111
doomsday2008,16.0272170215
certifiedcopy2011,14.484283743
likesomeoneinlove2013,12.2141877131
cesarchavez2014,16.228538864
chainletter2010,12.0872575545
chandnichowktochina2009,14.9736805555
changinglanes2002,18.0745881933
nottinghill1999,18.9267684449
chappie2015,17.0399625315
district92009,18.8481708261
elysium2013,18.2704177958
chapter272008,12.1782519781
charliebartlett2008,15.3769837973
charliecountryman2013,9.7704315553
chasingamy1997,14.5098365309
clerks1994,13.9224274155
dogma1999,17.9292277705
mallrats1995,14.7594468245
redstate2011,16.1188513286
tusk2014,14.5912878602
zackandmirimakeaporno2008,17.3382379367
che2008,13.8427538133
contagion2011,18.4529912179
erinbrockovich2000,18.7172926583
haywire2012,17.3574646613
magicmike2012,19.145253094
outofsight1998,18.2926273387
sexliesandvideotape1989,16.0825529275
solaris2002,16.8904165055
traffic2000,18.3790880328
cheapthrills2014,12.1065744929
chef2014,15.8750856413
elf2003,18.9019402757
ironman2008,20.0122634393
ironman22010,19.9284302889
chennaiexpress2013,15.9865421639
singham2011,13.1453383883
chernobyldiaries2012,16.5857302306
cherry2010,9.20295325583
chicago2002,18.020939918
intothewoods2014,19.0828434431
memoirsofageisha2005,17.0145672233
nine2009,16.5366106845
chickenlittle2005,18.6271310129
chickenrun2000,18.3317310707
chickenwithplums2012,12.1480808954
persepolis2007,14.6402246617
childrenofmen2006,17.990979592
gravity2013,19.6362887038
greatexpectations1998,17.6631662438
olivertwist2005,14.9561053479
theghostwriter2010,16.1975346399
venusinfur2014,12.5040826933
chinesepuzzle2014,12.4429451649
chloe2010,14.8014565771
chocolat2000,16.5435533623
dearjohn2010,18.1859715541
safehaven2013,17.7177065176
chopper2001,12.1251080845
christmaswiththekranks2004,18.0718355037
